File#,Incident_Date,UCR,Inc_Address
15-001504,1/22/2015 12:00,LARCENY OVER 200 FROM BUILDING,198 OLD BERG (OLD BERGEN RD)
15-001508,1/22/2015 14:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",70 Brinkerhoff St. Apt. 1 Floor: Fl.1
15-001509,1/22/2015 14:40,"BURGLARY, RESID. FORCIBLE ENT, DAY",99 LOGAN AVE Floor: Base
15-001592,1/22/2015 15:00,LARCENY 50 TO 200 OTHER,243 New York Ave. Floor: 2
15-001513,1/22/2015 15:30,LARCENY 50 TO 200 FROM BUILDING,214 2ND ST Floor: GRND
15-001521,1/22/2015 17:40,LARCENY 50 TO 200 FROM AUTOS,123 CHERRY ST
15-001522,1/22/2015 19:10,LARCENY 50 TO 200 PURSE SNATCHING,104 LAFAYETTE ST
15-001605,1/22/2015 21:10,LARCENY OVER 200 FROM AUTOS,4 BEACON WAY 306
15-003765,1/22/2015 21:30,"ROBBERY/OTHER WEAPON, STREET",530 MONTGOMERY ST
15-001533,1/22/2015 21:46,"ROBBERY, FIREARM, GAS STATION",450 NEW YORK AVE
15-001543,1/23/2015 1:20,SIMPLE ASSAULT,112 Van Wagenen Avenue
15-001558,1/23/2015 10:00,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",242 BERGEN AVE
15-001639,1/23/2015 11:00,LARCENY 50 TO 200 FROM BUILDING,747 NEWARK AVE
15-001565,1/23/2015 11:21,"ROBBERY, KNIFE, CONV STORE",246 GRIFFITH ST
15-001568,1/23/2015 12:14,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,194B DWIGHT ST.
15-001583,1/23/2015 12:47,LARCENY UNDER 50 SHOPLIFTING,122 NEWARK AVE
15-001578,1/23/2015 12:58,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",275 OLD BERGEN RD
15-001580,1/23/2015 13:45,VANDALISM M.V.,206 BIDWELL AVE
15-001593,1/23/2015 17:07,"ROBBERY, STRONG ARM, STREET",317 3RD ST
15-001675,1/23/2015 17:45,SIMPLE ASSAULT,576 COMMUNIPAW AVE
15-001601,1/23/2015 18:20,VANDALISM RESIDENCE,115 BAYVIEW AVE 1
15-001612,1/23/2015 21:15,VANDALISM M.V.,396 MARIN BLVD
15-001608,1/23/2015 21:17,"ROBBERY/STRONG ARM, GAS STATION",1869 John F Kennedy Blvd
15-001617,1/23/2015 22:30,VANDALISM M.V.,478 MLK (MARTIN LUTHER KING DR)
15-001618,1/23/2015 22:56,SIMPLE ASSAULT,27 Van Houten Ave
15-001663,1/24/2015 2:00,LARCENY OVER 200 FROM BUILDING,332 PALISADE AVE
15-001628,1/24/2015 3:00,SIMPLE ASSAULT,64 PARK ST 104
15-003961,1/24/2015 6:52,LARCENY OVER 200 FROM AUTOS,CORCORAN ST & WOODLAWN AVE
15-001636,1/24/2015 9:46,VANDALISM M.V.,481 COMMUNIPAW AVE
15-001641,1/24/2015 10:35,"ASSAULT/AGG/HANDS, FISTS & FEET",50 Lafayette St
15-001644,1/24/2015 11:59,LARCENY OVER 200 OTHER,43 Long St  Apt 6
15-001674,1/24/2015 19:16,SIMPLE ASSAULT,VIRGINIA AVENUE & MALLORY AVENUE
15-001703,1/24/2015 19:31,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-001676,1/24/2015 19:59,VANDALISM RESIDENCE,137 DE KALB AVE A
15-001699,1/24/2015 20:00,VANDALISM M.V.,HARMON ST & RANDOLPH AVE
15-001680,1/24/2015 20:59,SIMPLE ASSAULT,1 GARFIELD AVE
15-005040,1/25/2015 0:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,162 BELMONT AVE
15-001688,1/25/2015 2:30,LARCENY UNDER 50 FROM BUILDING,Pavonia and Newark Avenue
15-001687,1/25/2015 2:31,SIMPLE ASSAULT,229 BIDWELL AVE
15-001891,1/25/2015 7:00,VANDALISM M.V.,MANILA AVE & 6TH ST
15-001702,1/25/2015 11:00,VANDALISM M.V.,100 PATERSON PLANK RD
15-001704,1/25/2015 12:24,VANDALISM M.V.,432 MANILA AVE
15-001706,1/25/2015 12:24,VANDALISM M.V.,432 MANILA AVE
15-001708,1/25/2015 12:24,VANDALISM M.V.,432 MANILA AVE
15-001712,1/25/2015 13:00,VANDALISM M.V.,432 MANILA AVE
15-001715,1/25/2015 13:59,VANDALISM OTHER,617 BRAMHALL AVE Floor: 1
15-001722,1/25/2015 17:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",257 YORK ST bsmt
15-001738,1/25/2015 20:45,"ROBBERY, STRONG ARM, STREET",565 Tonnele Ave
15-001741,1/25/2015 21:00,ASSAULT W/KNIFE OR CUTTING INST,4TH ST & MANILA AVE
15-001735,1/25/2015 21:38,LARCENY 50 TO 200 POCKET PICKING,95 VAN WAGENEN AVE 1
15-001742,1/25/2015 23:56,SIMPLE ASSAULT,ARMSTRONG AVE & OCEAN AVE
15-001746,1/26/2015 1:33,SIMPLE ASSAULT,191 UNION ST Floor: 1
15-001751,1/26/2015 7:03,VANDALISM M.V.,378 VAN HORNE ST
15-001757,1/26/2015 8:30,SIMPLE ASSAULT,60 CRESCENT AVE
15-001762,1/26/2015 10:00,VANDALISM M.V.,104 Corbin Ave. (ACROSS STREET)
15-001780,1/26/2015 12:45,VANDALISM M.V.,38 Bowers St
15-002308,1/26/2015 12:45,SIMPLE ASSAULT,2 PALISADE AVE
15-001770,1/26/2015 13:26,SIMPLE ASSAULT,99 RUTGERS AVE 1C
15-001791,1/26/2015 19:41,VANDALISM M.V.,Collard Street and Hopkins Avenue
15-001792,1/26/2015 20:25,VANDALISM RESIDENCE,212 15TH ST
15-001794,1/26/2015 23:48,LARCENY OVER 200 FROM AUTOS,191 TONNELE AVE
15-001796,1/27/2015 3:02,ASSAULT WITH A FIREARM,MARTIN LUTHER KING DR & DWIGHT ST
15-001798,1/27/2015 3:55,VANDALISM BUSINESS,433 SIP AVE
15-001802,1/27/2015 9:52,LARCENY OVER 200 FROM BUILDING,UNION ST & WEST SIDE AVE
15-001804,1/27/2015 10:50,VANDALISM RESIDENCE,321 route 440 (ST HWY 440)
15-001815,1/27/2015 15:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",300 Ninth St. PVT
15-001819,1/27/2015 15:30,LARCENY OVER 200 FROM AUTOS,834 PAVONIA AVE Floor: B
15-001824,1/27/2015 19:00,ASSAULT W/KNIFE OR CUTTING INST,1051 WEST SIDE AVE Floor: 3
15-001823,1/27/2015 19:12,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",25 STEGMAN ST Floor: 1
15-001835,1/27/2015 22:58,"ASSAULT/AGG/HANDS, FISTS & FEET",90 BOSTWICK AVE
15-001858,1/28/2015 10:00,LARCENY OVER 200 FROM AUTOS,201 St. Pauls Avenue
15-001863,1/28/2015 11:30,VANDALISM M.V.,75 Liberty Ave.
15-001878,1/28/2015 14:55,SIMPLE ASSAULT,881 TONNELE AVE
15-001883,1/28/2015 17:06,"ASSAULT/AGG/HANDS, FISTS & FEET",2 PALISADE AVE
15-001892,1/28/2015 19:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",144 SOUTH ST 2 Floor: 2
15-001893,1/28/2015 20:11,"BURGLARY, RESID. ATT FORC ENT, UNKNOWN",2056 Kennedy Blvd
15-001896,1/28/2015 21:50,LARCENY 50 TO 200 FROM BUILDING,35 JOURNAL SQ
15-001897,1/28/2015 22:15,SIMPLE ASSAULT,223 STEGMAN ST
15-001938,1/29/2015 0:00,LARCENY OVER 200 FROM AUTOS,NEWARK AVE & MONMOUTH ST
15-001906,1/29/2015 6:20,"ASSAULT/AGG/HANDS, FISTS & FEET",DANFORTH AVE & KENNEDY BLVD
15-001915,1/29/2015 8:00,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",2500 KENNEDY BLVD
15-001913,1/29/2015 8:45,VANDALISM M.V.,197 Congress St
15-001916,1/29/2015 9:16,VANDALISM RESIDENCE,237 PEARSALL AVE 2R
15-001932,1/29/2015 10:00,SIMPLE ASSAULT,425 BALDWIN (BALDWIN AVE) 1 Floor: 1
15-001923,1/29/2015 11:58,VANDALISM OTHER,740 440 (ST HWY 440)
15-001993,1/29/2015 12:00,LARCENY UNDER 50 OTHER,233 CENTRAL AVE 3
15-001925,1/29/2015 12:30,LARCENY OVER 200 OTHER,68 CONGRESS ST
15-001928,1/29/2015 13:00,SIMPLE ASSAULT,45 CLIFTON PL
15-001945,1/29/2015 16:45,"BURGLARY, RESID. FORCIBLE ENT, DAY",225 ST PAULS AVE
15-001960,1/29/2015 22:24,WEAPONS OFFENSE FIREARM,155 WILKINSON AVE
15-001962,1/29/2015 23:08,"ROBBERY/STRONG ARM, CONV STORE",193 14TH ST
15-002378,1/30/2015 0:00,LARCENY UNDER 50 OTHER,426 MANILA AVE 54
15-002004,1/30/2015 2:31,VANDALISM PUBLIC BLDG/LAND,3424 KENNEDY BLVD
15-001979,1/30/2015 6:52,LARCENY OVER 200 FROM AUTOS,609 BRAMHALL AVE
15-001978,1/30/2015 7:00,VANDALISM M.V.,77 HUTTON ST
15-001985,1/30/2015 8:45,VANDALISM M.V.,156 WEBSTER AVE
15-001991,1/30/2015 9:00,LARCENY 50 TO 200 AUTO PARTS AND ACCESSORIES,55 CORBIN AVE Floor: 4
15-001988,1/30/2015 9:30,"ARSON, OTHER RESD. INHABITED",70 VROOM ST Floor: 1
15-001989,1/30/2015 9:40,VANDALISM M.V.,PALISADE AVE & RAVINE AVE
15-002008,1/30/2015 12:31,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",197 Bartholodi
15-002022,1/30/2015 14:00,LARCENY OVER 200 OTHER,149 ESSEX ST 4B
15-002014,1/30/2015 14:26,SIMPLE ASSAULT,789 BERGEN AVE
15-002013,1/30/2015 14:41,LARCENY 50 TO 200 FROM BUILDING,2 Palisade Avenue
15-002016,1/30/2015 14:45,"ROBBERY, FIREARMS, STREET",400 Marin Blvd
15-002042,1/30/2015 18:54,LARCENY OVER 200 SHOPLIFTING,10 MALL DR W
15-002037,1/30/2015 19:00,SIMPLE ASSAULT,561 Summit Avenue
15-002050,1/31/2015 0:50,"BURGLARY, RESID. FORCIBLE ENT, DAY",KENNEDY BLVD & BROOKS PLACE
15-002058,1/31/2015 4:45,SIMPLE ASSAULT,459 TONNELLE AVENUE Rm 109
15-002059,1/31/2015 5:36,"ROBBERY, STRONG ARM, STREET",NEPTUNE AVE & OCEAN AVE
15-002068,1/31/2015 9:00,VANDALISM M.V.,211 HANCOCK AVE
15-002081,1/31/2015 9:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,182 SEAVIEW AVE
15-002071,1/31/2015 9:53,POSSESSION/USE COCAINE/HEROIN/CODEINE/MORPHINE,124 GRANT AVE
15-002076,1/31/2015 11:29,VANDALISM M.V.,23 GLORIA ROBINSON CT B
15-002088,1/31/2015 13:24,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",116 OCEAN AVE Floor: 2
15-002103,1/31/2015 13:48,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,100 WEGMAN PKWY
15-002178,1/31/2015 16:00,LARCENY 50 TO 200 FROM AUTOS,SIP AVE & ENOS PL
15-002120,1/31/2015 22:45,LARCENY 50 TO 200 FROM AUTOS,Liberty Ave and St. Paul's Ave
15-002172,1/31/2015 23:00,VANDALISM RESIDENCE,101 LINCOLN ST
15-002121,1/31/2015 23:16,SIMPLE ASSAULT,318 SIP AVE B-RT
15-002445,2/1/2015 0:00,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",130 Central Ave. 20
15-002130,2/1/2015 3:06,VANDALISM RESIDENCE,526 MANILA AVE 1
15-002148,2/1/2015 14:29,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-002143,2/1/2015 14:30,VANDALISM M.V.,25 UNION STREET
15-002164,2/1/2015 23:30,"ASSAULT/AGG/HANDS, FISTS & FEET",475 WASHINGTON BLVD
15-002156,2/1/2015 23:32,LARCENY 50 TO 200 FROM AUTOS,481 Central Ave   (parking Lot)
15-002158,2/1/2015 23:46,ASSAULT WITH A FIREARM,457 WEST SIDE AVE
15-002160,2/2/2015 1:00,VANDALISM M.V.,30 Stegman Pl
15-002198,2/2/2015 9:00,LARCENY 50 TO 200 FROM AUTOS,PALISADE AVE & LAIDLAW AVE
15-002167,2/2/2015 10:00,SIMPLE ASSAULT,50 KENSINGTON AVE
15-002180,2/2/2015 10:00,LARCENY 50 TO 200 FROM AUTOS,263 CLERK ST
15-002185,2/2/2015 12:52,LARCENY OVER 200 OTHER,938 WEST SIDE AVE 1
15-002201,2/2/2015 17:38,"ROBBERY, STRONG ARM, STREET",Academy St & Bergen Ave
15-002217,2/2/2015 23:43,LARCENY OVER 200 BIKES,185 MONTICELLO AVE
15-002219,2/3/2015 2:10,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,Communipa Ave & Woodward St.
15-002221,2/3/2015 6:15,"ROBBERY, STRONG ARM, STREET",740 ST HWY 440
15-002253,2/3/2015 6:45,LARCENY OVER 200 FROM AUTOS,169 BIDWELL AVE
15-002233,2/3/2015 9:30,LARCENY OVER 200 FROM AUTOS,109 CARLTON AVE.
15-002237,2/3/2015 11:23,LARCENY OVER 200 FROM AUTOS,1780 KENNEDY BLVD
15-002243,2/3/2015 14:09,SIMPLE ASSAULT,95 VAN WAGENEN AVE 2B
15-002248,2/3/2015 14:41,LARCENY 50 TO 200 FROM BUILDING,JORDAN AVE & MONTGOMERY ST
15-002268,2/3/2015 15:30,VANDALISM RESIDENCE,118 LAIDLAW AVE Floor: 1
15-004764,2/3/2015 16:37,LARCENY OVER 200 OTHER,355 PALISADE AVE
15-002914,2/3/2015 21:03,SIMPLE ASSAULT,154 SUMMIT AVE
15-002297,2/3/2015 22:30,VANDALISM M.V.,91 STEVENS AVE
15-002282,2/4/2015 7:15,VANDALISM M.V.,128 OLD BERGEN RD Floor: 1
15-002295,2/4/2015 12:01,LARCENY OVER 200 FROM AUTOS,129 GREENVILLE AVE
15-002298,2/4/2015 12:29,VANDALISM M.V.,109 VAN WINKLE AVE
15-002302,2/4/2015 13:01,VANDALISM RESIDENCE,205 MONTICELLO AVE
15-002381,2/4/2015 14:00,SIMPLE ASSAULT,222 LAIDLAW AVE
15-002312,2/4/2015 15:40,LARCENY OVER 200 SHOPLIFTING,30 MALL DR W
15-002384,2/4/2015 17:00,LARCENY OVER 200 FROM BUILDING,525 WASHINGTON BLVD Floor: 21
15-002330,2/4/2015 19:10,LARCENY OVER 200 OTHER,118 CORBIN AVE 104
15-002340,2/4/2015 20:40,SIMPLE ASSAULT,32 STEGMAN ST
15-002355,2/4/2015 23:15,ROBBERY/STRONG ARM,135 NEWARK AVE
15-002365,2/5/2015 4:50,LARCENY UNDER 50 PURSE SNATCHING,1568 KENNEDY BLVD
15-002418,2/5/2015 7:00,SIMPLE ASSAULT,25 HUDSON ST 215
15-002383,2/5/2015 9:58,VANDALISM OTHER,208 PINE ST
15-002387,2/5/2015 10:30,LARCENY OVER 200 FROM AUTOS,KENNEDY BLVD & ST PAULS AVE
15-002404,2/5/2015 10:30,SIMPLE ASSAULT,66 Wallis Ave 10
15-002392,2/5/2015 11:25,VANDALISM M.V.,193 OLD BERGEN RD
15-002402,2/5/2015 14:10,LARCENY OVER 200 OTHER,HANCOCK AVE & SOUTH ST
15-002470,2/5/2015 17:00,VANDALISM RESIDENCE,35 HUDSON ST
15-002431,2/5/2015 19:00,VANDALISM M.V.,CENTER ST & COLDEN ST
15-002433,2/5/2015 19:30,SIMPLE ASSAULT,44 BROADWAY
15-002430,2/5/2015 19:48,"ROBBERY, STRONG ARM, STREET",25 KENSINGTON AVE 503
15-002441,2/5/2015 23:20,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",211 YORK ST BSMT
15-002530,2/6/2015 0:15,LARCENY UNDER 50 PURSE SNATCHING,278 EGE AVE Floor: 2
15-002455,2/6/2015 7:45,VANDALISM BUSINESS,40 JOURNAL SQUARE
15-002462,2/6/2015 8:30,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,WEBSTER AVE & SOUTH ST
15-002493,2/6/2015 9:20,LARCENY OVER 200 FROM BUILDING,545 WASHINGTON BLVD Floor: 1
15-002553,2/6/2015 11:00,SIMPLE ASSAULT,135 STEGMAN ST
15-002474,2/6/2015 11:15,LARCENY OVER 200 FROM BUILDING,438 SUMMIT AVE
15-002473,2/6/2015 13:35,SIMPLE ASSAULT,587 CENTRAL AVE
15-003919,2/6/2015 13:51,LARCENY OVER 200 OTHER,61 TONNELE AVE
15-002484,2/6/2015 14:45,VANDALISM M.V.,121 NEWARK AVE 511 Floor: 2
15-002514,2/6/2015 20:18,SIMPLE ASSAULT,21 WRIGHT AVE Floor: 1
15-002527,2/6/2015 23:22,VANDALISM RESIDENCE,61 TONNELE AVE
15-002548,2/7/2015 4:38,"ROBBERY, FIREARMS, STREET",10 NEW HECKMAN DR
15-002546,2/7/2015 4:52,LARCENY 50 TO 200 PURSE SNATCHING,GROVE ST & CHRISTOPHER COLUMBUS DR
15-002561,2/7/2015 5:50,LARCENY OVER 200 FROM BUILDING,65 TONNELE AVE
15-002562,2/7/2015 10:35,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",134 STEGMAN ST 1r
15-002564,2/7/2015 10:42,LARCENY OVER 200 OTHER,364 Princeton Ave 12
15-002593,2/7/2015 16:30,LARCENY 50 TO 200 OTHER,30 REGENT ST 611
15-002590,2/7/2015 16:41,LARCENY 50 TO 200 FROM AUTOS,100 LEONARD ST
15-002608,2/7/2015 17:00,SIMPLE ASSAULT,26 NEW HECKMAN DR
15-002597,2/7/2015 17:54,VANDALISM BUSINESS,321 440 (ST HWY 440)
15-002602,2/7/2015 19:02,SIMPLE ASSAULT,55 River Drive South  #802
15-002605,2/7/2015 19:58,VANDALISM RESIDENCE,9 ZABRISKIE ST
15-002614,2/8/2015 1:05,"ROBBERY, STRONG ARM, STREET",128 Wayne St
15-002615,2/8/2015 1:32,LARCENY 50 TO 200 POCKET PICKING,207 BAYVIEW AVE 1B
15-002613,2/8/2015 1:45,ASSAULT W/KNIFE OR CUTTING INST,207 BAYVIEW AVE
15-002617,2/8/2015 2:30,SIMPLE ASSAULT,1007 Summit avenue
15-002618,2/8/2015 2:30,"ROBBERY, STRONG ARM, STREET",WILLIAMS AVE & WEST SIDE AVE
15-002621,2/8/2015 2:40,SIMPLE ASSAULT,281 MANHATTAN AVE
15-002620,2/8/2015 3:22,VANDALISM M.V.,140 NEW YORK AVE
15-002639,2/8/2015 8:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,400 Marin Blvd
15-002641,2/8/2015 10:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,202 VAN HORNE ST
15-002635,2/8/2015 12:31,VANDALISM M.V.,282 Summit Avenue
15-002636,2/8/2015 12:53,SIMPLE ASSAULT,682 Bergen Ave. 1R
15-002667,2/8/2015 15:45,LARCENY 50 TO 200 PURSE SNATCHING,30 MALL DR W
15-002726,2/8/2015 16:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,27 LAIDLAW AVE
15-002653,2/8/2015 16:30,VANDALISM M.V.,5 SPRING ST Floor: 2
15-002652,2/8/2015 17:00,LARCENY 50 TO 200 FROM AUTOS,613 WASHINGTON BLVD
15-002670,2/8/2015 20:00,"ASSAULT/AGG/HANDS, FISTS & FEET",COMMUNIPAW AVE & CRESCENT AVE
15-002678,2/9/2015 1:04,VANDALISM RESIDENCE,70 GREENE ST 4701
15-002684,2/9/2015 4:23,VANDALISM RESIDENCE,46 JONES ST 204
15-002693,2/9/2015 8:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,263 10TH ST
15-002697,2/9/2015 9:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,FOX PL & GILES AVE
15-002698,2/9/2015 9:23,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",682 GARFIELD AVE
15-002705,2/9/2015 11:00,LARCENY UNDER 50 OTHER,2853 John F. Kennedy Blvd.
15-002715,2/9/2015 11:00,LARCENY OVER 200 SHOPLIFTING,42 IRVING ST
15-002707,2/9/2015 12:28,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,199 Ocean Avenue
15-002712,2/9/2015 13:01,"ARSON, PUBLIC PROP. INHABITED",107 BRIGHT ST
15-002719,2/9/2015 15:15,SIMPLE ASSAULT,551 COMMUNIPAW AVE
15-002761,2/9/2015 15:30,SIMPLE ASSAULT,SIP AVE & WEST SIDE AVE
15-002735,2/9/2015 18:00,LARCENY 50 TO 200 OTHER,316 EIGHTH ST (8TH ST) Floor: 4
15-002793,2/9/2015 19:00,SIMPLE ASSAULT,217 Whiton St
15-002732,2/9/2015 19:13,LARCENY OVER 200 SHOPLIFTING,100 CHRISTOPHER COLUMBUS DR Floor: 1
15-002740,2/9/2015 21:29,VANDALISM RESIDENCE,298 PEARSALL AVE
15-002881,2/9/2015 21:45,LARCENY OVER 200 PURSE SNATCHING,40 JOURNAL SQ
15-002804,2/9/2015 22:47,LARCENY 50 TO 200 OTHER,213 SIP AVE 1
15-002809,2/9/2015 23:00,"ASSAULT/AGG/HANDS, FISTS & FEET",298 Montgomery St. 3J
15-002745,2/9/2015 23:40,SIMPLE ASSAULT,17 Hopkins Avenue
15-002748,2/10/2015 1:18,SIMPLE ASSAULT,361 MLK (MARTIN LUTHER KING DR)
15-002770,2/10/2015 7:20,LARCENY UNDER 50 FROM AUTOS,130 CHARLES ST
15-002760,2/10/2015 9:00,LARCENY OVER 200 FROM BUILDING,14 GREENVILLE AVE
15-002766,2/10/2015 9:00,VANDALISM RESIDENCE,69 RANDOLPH AVE BSMT
15-002763,2/10/2015 10:45,LARCENY 50 TO 200 SHOPLIFTING,400 MARIN BLVD
15-002769,2/10/2015 11:11,VANDALISM M.V.,23 BELVIDERE AVE 4
15-002783,2/10/2015 13:22,LARCENY OVER 200 FROM AUTOS,701 Rte 440 (ST HWY 440)
15-002790,2/10/2015 15:23,VANDALISM M.V.,BARROW ST & WAYNE ST
15-002795,2/10/2015 16:30,VANDALISM M.V.,157 DWIGHT ST B
15-002800,2/10/2015 16:30,LARCENY 50 TO 200 PURSE SNATCHING,2800 KENNEDY BLVD
15-002810,2/10/2015 17:00,LARCENY OVER 200 FROM AUTOS,678 MONTGOMERY ST
15-002798,2/10/2015 17:10,SIMPLE ASSAULT,197 MERCER ST
15-002807,2/10/2015 19:35,ASSAULT W/KNIFE OR CUTTING INST,223 HANCOCK AVE 3 Floor: 3
15-002819,2/10/2015 23:58,VANDALISM M.V.,61 TUERS AVE BSMT
15-002890,2/11/2015 1:00,SIMPLE ASSAULT,611 TONNELE AVE
15-002849,2/11/2015 7:30,VANDALISM M.V.,218 BELVIDERE AVE
15-002850,2/11/2015 7:30,VANDALISM M.V.,218 BELVIDERE AVE
15-002836,2/11/2015 8:00,LARCENY 50 TO 200 FROM AUTOS,106 HOPKINS AVE
15-002839,2/11/2015 10:02,VANDALISM M.V.,33 BEACH ST
15-002847,2/11/2015 11:14,SIMPLE ASSAULT,881 TONNELE AVE
15-003960,2/11/2015 12:00,LARCENY OVER 200 FROM AUTOS,83 ATLANTIC ST
15-002860,2/11/2015 14:30,LARCENY OVER 200 FROM BUILDING,175 NEWARK AVE
15-002871,2/11/2015 14:30,VANDALISM M.V.,505 Tonnele Avenue
15-002864,2/11/2015 14:45,LARCENY OVER 200 FROM BUILDING,2851 KENNEDY BLVD
15-002872,2/11/2015 15:00,VANDALISM M.V.,495-497 Tonnele Avenue
15-002916,2/11/2015 15:40,SIMPLE ASSAULT,Communipa and Van Horne
15-002877,2/11/2015 16:00,LARCENY OVER 200 FROM AUTOS,30 Freedom Way
15-002874,2/11/2015 16:15,LARCENY OVER 200 SHOPLIFTING,20 MALL DR EAST
15-002883,2/11/2015 19:00,LARCENY OVER 200 SHOPLIFTING,110 NEWARK AVE
15-002887,2/11/2015 19:34,SIMPLE ASSAULT,162 BERGEN AVE 4C
15-002889,2/11/2015 20:00,VANDALISM M.V.,527 COMMUNIPAW AVE
15-003213,2/11/2015 21:46,ASSAULT WITH A FIREARM,PROSPECT AVE & BALDWIN AVE
15-002895,2/11/2015 23:08,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,147 LINDEN AVE
15-002902,2/12/2015 6:13,LARCENY UNDER 50 FROM AUTOS,112 LEMBECK AVE
15-002906,2/12/2015 8:15,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",823 Communipaw Ave
15-003045,2/12/2015 8:31,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,3623 KENNEDY BLVD
15-002927,2/12/2015 14:09,VANDALISM PUBLIC BLDG/LAND,355 GRAND ST
15-002935,2/12/2015 15:06,LARCENY 50 TO 200 FROM BUILDING,514 NEWARK AVE Floor: 1
15-002937,2/12/2015 15:30,SIMPLE ASSAULT,VAN HORNE ST & COMMUNIPAW AVE
15-002993,2/12/2015 20:30,LARCENY OVER 200 PURSE SNATCHING,60 MALL DR W
15-002954,2/12/2015 22:30,VANDALISM M.V.,JEFFERSON AVE & SUMMIT AVE
15-002962,2/12/2015 23:30,LARCENY OVER 200 FROM AUTOS,262 Newark Ave
15-003463,2/12/2015 23:59,LARCENY 50 TO 200 FROM AUTOS,740 route 440 (ST HWY 440)
15-002967,2/13/2015 6:47,LARCENY UNDER 50 SHOPLIFTING,701 ST HWY 440
15-002977,2/13/2015 8:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,42 LIENAU PL
15-003014,2/13/2015 9:00,VANDALISM M.V.,390 TONNELE AVE
15-002978,2/13/2015 9:45,VANDALISM BUSINESS,139 WILKINSON AVE
15-002983,2/13/2015 10:00,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,253 SHERMAN AVE
15-002985,2/13/2015 11:08,"ROBBERY, STRONG ARM, RESIDENCE",94 PEARSALL AVE 3-f
15-002991,2/13/2015 12:29,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,301 NEPTUNE AVE
15-003275,2/13/2015 12:35,LARCENY 50 TO 200 POCKET PICKING,35 COLGATE ST
15-003004,2/13/2015 14:00,LARCENY OVER 200 FROM BUILDING,327 MANHATTAN AVE
15-003006,2/13/2015 16:40,LARCENY OVER 200 OTHER,262 BOYD AVE
15-003016,2/13/2015 18:16,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",226A Pacific Ave
15-003028,2/13/2015 21:35,"ROBBERY, KNIFE, GAS STATION",650 GRAND ST
15-003047,2/13/2015 22:00,"ROBBERY, STRONG ARM, STREET",23 MYRTLE AVE
15-003048,2/13/2015 23:40,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,327 MONTGOMERY (MONTGOMERY ST)
15-003036,2/14/2015 0:19,ASSAULT WITH A FIREARM,563 MONTGOMERY ST
15-003061,2/14/2015 3:30,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",117 MONTGOMERY (MONTGOMERY ST)
15-003046,2/14/2015 8:39,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,15 BROADMAN PKWY
15-003724,2/14/2015 10:00,LARCENY OVER 200 BIKES,131 DUDLEY ST 331
15-003049,2/14/2015 11:50,LARCENY OVER 200 OTHER,548 BRAMHALL AVE
15-003050,2/14/2015 12:03,VANDALISM M.V.,273 GRANT AVE
15-003207,2/14/2015 14:47,LARCENY OVER 200 SHOPLIFTING,100 14TH ST
15-003225,2/14/2015 15:00,LARCENY 50 TO 200 PURSE SNATCHING,400 MARIN BLVD
15-003076,2/14/2015 18:00,VANDALISM RESIDENCE,42 ROMAINE AVE
15-003104,2/14/2015 23:00,SIMPLE ASSAULT,16 BLEECKER ST Floor: b
